year,district,dname,region,LANGUAGE,GRADE,rla_docs,rla_all_unsatgl_nm,rla_all_approgl_nm,rla_all_meetsgl_nm,rla_all_mastrgl_nm,m_docs,m_all_unsatgl_nm,m_all_approgl_nm,m_all_meetsgl_nm,m_all_mastrgl_nm
22,93904,NAVASOTA ISD,6,english,8,259,70,189,105,62,262,93,169,101,24
22,93905,RICHARDS ISD,6,english,8,16,1,15,10,4,12,7,5,0,0
22,94901,SEGUIN ISD,20,english,8,512,162,350,193,106,496,259,237,77,15
22,94902,SCHERTZ-CIBOLO-,20,english,8,1308,180,1128,748,456,890,209,681,347,82
22,94903,NAVARRO ISD,20,english,8,169,11,158,109,61,141,23,118,59,22
22,94904,MARION ISD,20,english,8,104,10,94,69,48,76,6,70,31,5
22,95901,ABERNATHY ISD,17,english,8,56,6,50,41,27,46,11,35,19,6
22,95902,COTTON CENTER I,17,english,8,8,1,7,3,1,8,6,2,1,0
22,95903,HALE CENTER ISD,17,english,8,50,7,43,21,14,50,18,32,9,1
22,95904,PETERSBURG ISD,17,english,8,18,1,17,15,9,14,0,14,9,1
22,95905,PLAINVIEW ISD,17,english,8,337,94,243,148,88,269,112,157,58,9
22,96904,MEMPHIS ISD,16,english,8,34,8,26,16,8,34,10,24,10,5
22,96905,TURKEY-QUITAQUE,16,english,8,13,1,12,7,3,13,3,10,7,2
22,97902,HAMILTON ISD,12,english,8,71,8,63,51,38,65,10,55,36,14
22,97903,HICO ISD,12,english,8,40,7,33,22,16,30,9,21,8,2
22,98901,GRUVER ISD,16,english,8,31,0,31,18,12,25,0,25,24,15
22,98903,PRINGLE-MORSE C,16,english,8,10,1,9,6,3,7,0,7,5,0
22,98904,SPEARMAN ISD,16,english,8,53,7,46,37,28,39,4,35,29,16
22,99902,CHILLICOTHE ISD,9,english,8,14,2,12,9,4,14,2,12,7,2
22,99903,QUANAH ISD,9,english,8,41,3,38,25,17,35,3,32,17,6
22,100903,KOUNTZE ISD,5,english,8,87,17,70,45,28,75,18,57,30,7
22,100904,SILSBEE ISD,5,english,8,224,70,154,74,37,228,98,130,46,4
22,100905,HARDIN-JEFFERSO,5,english,8,188,22,166,124,81,193,21,172,136,65
22,100907,LUMBERTON ISD,5,english,8,313,49,264,169,106,249,64,185,86,12
22,100908,WEST HARDIN COU,5,english,8,52,7,45,34,18,52,12,40,18,7
22,101802,SER-NINOS CHART,4,english,8,70,10,60,39,18,47,5,42,20,2
22,101803,ARISTOI CLASSIC,4,english,8,85,8,77,64,49,65,18,47,18,1
22,101804,GEORGE I SANCHE,4,english,8,149,63,86,37,17,148,99,49,9,0
22,101806,RAUL YZAGUIRRE,4,english,8,150,18,132,82,54,89,19,70,27,4
22,101810,ACADEMY OF ACCE,4,english,8,37,6,31,21,11,33,17,16,10,2
22,101811,EXCEL ACADEMY,4,english,8,18,13,5,2,1,19,16,3,0,0
22,101814,THE VARNETT PUB,4,english,8,65,8,57,33,19,65,12,53,30,12
22,101815,ALIEF MONTESSOR,4,english,8,6,0,6,5,5,0,,,,
22,101819,AMIGOS POR VIDA,4,english,8,37,3,34,26,12,37,1,36,27,19
22,101828,HOUSTON GATEWAY,4,english,8,139,3,136,126,107,100,2,98,85,54
22,101837,CALVIN NELMS CH,4,english,8,51,0,51,44,28,35,7,28,14,5
22,101838,SOUTHWEST SCHOO,4,english,8,107,34,73,38,21,108,60,48,16,4
22,101842,COMQUEST ACADEM,4,english,8,5,1,4,3,3,5,3,2,0,0
22,101845,YES PREP PUBLIC,4,english,8,2199,405,1794,1107,646,2133,502,1631,915,337
22,101846,HARMONY PUBLIC,4,english,8,339,40,299,204,131,297,59,238,138,74
22,101847,BEATRICE MAYES,4,english,8,38,1,37,32,19,38,5,33,22,10
22,101853,PROMISE COMMUNI,4,english,8,53,19,34,17,6,53,31,22,8,3
22,101856,DRAW ACADEMY,4,english,8,67,15,52,34,18,67,21,46,27,7
22,101858,HARMONY PUBLIC,4,english,8,526,65,461,320,218,366,91,275,154,56
22,101859,STEP CHARTER SC,4,english,8,38,0,38,27,16,0,,,,
22,101861,THE RHODES SCHO,4,english,8,29,2,27,21,13,29,3,26,14,4
22,101862,HARMONY PUBLIC,4,english,8,378,20,358,294,208,272,44,228,160,74
22,101864,THE LAWSON ACAD,4,english,8,43,11,32,18,9,43,23,20,6,0
22,101868,THE PRO-VISION,4,english,8,45,23,22,6,3,45,41,4,0,0
22,101870,BETA ACADEMY,4,english,8,64,3,61,48,36,64,7,57,29,10
22,101871,A+ UNLIMITED PO,4,english,8,36,5,31,21,14,27,12,15,3,0
22,101872,ETOILE ACADEMY,4,english,8,99,23,76,57,41,99,39,60,35,8
22,101873,YELLOWSTONE COL,4,english,8,48,14,34,21,11,0,,,,
22,101874,LEGACY SCHOOL O,4,english,8,48,13,35,18,8,43,32,11,1,0
22,101902,ALDINE ISD,4,english,8,4707,1421,3286,1873,1056,4628,2171,2457,1012,316
22,101903,ALIEF ISD,4,english,8,2865,772,2093,1267,747,2510,836,1674,928,291
22,101905,CHANNELVIEW ISD,4,english,8,741,172,569,354,196,707,261,446,179,40
22,101906,CROSBY ISD,4,english,8,515,109,406,252,157,376,97,279,155,38
22,101907,CYPRESS-FAIRBAN,4,english,8,9107,990,8117,6224,4301,5402,1608,3794,1732,326
22,101908,DEER PARK ISD,4,english,8,1016,90,926,696,459,1013,100,913,665,288
22,101910,GALENA PARK ISD,4,english,8,1715,345,1370,917,566,1700,461,1239,754,257
22,101911,GOOSE CREEK CIS,4,english,8,1838,362,1476,968,596,1533,368,1165,697,270
22,101912,HOUSTON ISD,4,english,8,12943,2976,9967,7073,4754,10702,4144,6558,3317,1191
22,101913,HUMBLE ISD,4,english,8,3724,715,3009,1946,1248,3924,1169,2755,1453,426
22,101914,KATY ISD,4,english,8,7066,703,6363,5099,3711,7383,991,6392,4711,2496
22,101915,KLEIN ISD,4,english,8,4218,660,3558,2581,1771,2746,906,1840,851,308
22,101916,LA PORTE ISD,4,english,8,565,82,483,309,195,569,173,396,175,52
22,101917,PASADENA ISD,4,english,8,3773,756,3017,1949,1159,3637,1011,2626,1349,337
22,101919,SPRING ISD,4,english,8,2483,590,1893,1159,665,2264,965,1299,507,108
22,101920,SPRING BRANCH I,4,english,8,2497,514,1983,1457,990,1626,555,1071,576,214
22,101921,TOMBALL ISD,4,english,8,1595,109,1486,1191,856,1187,136,1051,733,291
22,101924,SHELDON ISD,4,english,8,865,271,594,333,175,647,388,259,47,5
22,101925,HUFFMAN ISD,4,english,8,258,43,215,123,69,261,47,214,133,42
22,102901,KARNACK ISD,7,english,8,13,3,10,9,5,13,5,8,3,1
22,102902,MARSHALL ISD,7,english,8,413,106,307,176,102,364,112,252,142,35
22,102903,WASKOM ISD,7,english,8,61,11,50,33,20,49,13,36,15,3
22,102904,HALLSVILLE ISD,7,english,8,2074,522,1552,877,491,2052,1227,825,289,83
22,102905,HARLETON ISD,7,english,8,46,0,46,35,29,46,4,42,30,13
22,102906,ELYSIAN FIELDS,7,english,8,71,6,65,55,32,55,11,44,17,1
22,103901,CHANNING ISD,16,english,8,14,3,11,10,7,14,1,13,7,5
22,103902,HARTLEY ISD,16,english,8,20,1,19,17,13,20,1,19,16,14
22,104901,HASKELL CISD,14,english,8,40,2,38,30,18,36,3,33,21,9
22,104903,RULE ISD,14,english,8,13,2,11,6,2,13,4,9,4,2
22,104907,PAINT CREEK ISD,14,english,8,12,2,10,7,4,12,2,10,8,3
22,105803,KI CHARTER ACAD,13,english,8,35,16,19,8,7,30,20,10,1,0
22,105902,SAN MARCOS CISD,13,english,8,613,208,405,243,149,570,384,186,69,21
22,105904,DRIPPING SPRING,13,english,8,584,33,551,449,318,577,43,534,410,192
22,105905,WIMBERLEY ISD,13,english,8,214,20,194,143,102,210,41,169,115,47
22,105906,HAYS CISD,13,english,8,1753,289,1464,1045,718,1636,442,1194,689,228
22,106901,CANADIAN ISD,16,english,8,74,7,67,46,23,53,11,42,21,3
22,107901,ATHENS ISD,10,english,8,223,66,157,106,66,223,74,149,96,34
22,107902,BROWNSBORO ISD,7,english,8,199,14,185,129,78,181,13,168,132,48
22,107904,CROSS ROADS ISD,7,english,8,43,4,39,33,21,43,1,42,38,15
22,107905,EUSTACE ISD,7,english,8,134,17,117,74,41,119,26,93,53,16
22,107906,MALAKOFF ISD,7,english,8,95,5,90,67,43,95,5,90,69,29
22,107907,TRINIDAD ISD,7,english,8,9,1,8,2,2,9,2,7,5,0
22,107908,MURCHISON ISD,7,english,8,12,1,11,4,4,12,5,7,3,1
22,107910,LAPOYNOR ISD,7,english,8,40,6,34,26,14,39,11,28,13,2
22,108802,HORIZON MONTESS,1,english,8,42,6,36,26,20,42,13,29,20,4
22,108807,IDEA PUBLIC SCH,1,english,8,4936,616,4320,3180,2116,24,4,20,13,5
22,108808,VANGUARD ACADEM,1,english,8,345,38,307,232,141,245,33,212,105,24
22,108809,EXCELLENCE IN L,1,english,8,18,5,13,8,3,18,10,8,3,0
22,108902,DONNA ISD,1,english,8,944,292,652,358,181,957,335,622,286,49
22,108903,EDCOUCH-ELSA IS,1,english,8,309,74,235,131,67,309,132,177,64,12
22,108904,EDINBURG CISD,1,english,8,2012,424,1588,1023,579,2029,647,1382,675,209
22,108905,HIDALGO ISD,1,english,8,211,42,169,123,78,146,37,109,37,7
22,108906,MCALLEN ISD,1,english,8,1519,192,1327,995,700,1282,276,1006,656,332
22,108907,MERCEDES ISD,1,english,8,324,113,211,105,56,315,138,177,55,11
22,108908,MISSION CISD,1,english,8,1038,245,793,508,311,994,387,607,291,66
22,108909,PHARR-SAN JUAN-,1,english,8,2081,444,1637,1033,633,1934,591,1343,762,319
22,108910,PROGRESO ISD,1,english,8,96,18,78,55,28,65,30,35,9,0
22,108911,SHARYLAND ISD,1,english,8,826,98,728,585,404,636,98,538,401,198
22,108912,LA JOYA ISD,1,english,8,1868,424,1444,952,572,1817,433,1384,874,342
22,108913,WESLACO ISD,1,english,8,1106,271,835,505,264,1029,333,696,377,107
22,108914,LA VILLA ISD,1,english,8,45,12,33,21,12,45,19,26,11,4
22,108915,MONTE ALTO ISD,1,english,8,67,17,50,35,24,67,28,39,20,8
22,108916,VALLEY VIEW ISD,1,english,8,269,55,214,137,76,286,71,215,126,43
22,109901,ABBOTT ISD,12,english,8,15,0,15,9,7,15,0,15,10,4
22,109902,BYNUM ISD,12,english,8,21,0,21,14,9,21,1,20,13,4
22,109903,COVINGTON ISD,12,english,8,27,4,23,12,8,26,9,17,5,0
22,109904,HILLSBORO ISD,12,english,8,160,24,136,91,60,146,30,116,64,25
22,109905,HUBBARD ISD,12,english,8,29,3,26,15,12,21,7,14,6,2
22,109907,ITASCA ISD,12,english,8,44,9,35,16,11,45,25,20,9,2
22,109908,MALONE ISD,12,english,8,11,1,10,8,5,13,3,10,7,4
22,109910,MOUNT CALM ISD,12,english,8,15,5,10,4,2,11,5,6,2,1
22,109911,WHITNEY ISD,12,english,8,111,20,91,55,33,110,30,80,51,25
22,109912,AQUILLA ISD,12,english,8,23,5,18,8,3,23,4,19,11,4
22,109913,BLUM ISD,12,english,8,20,3,17,12,3,18,3,15,7,2
22,109914,PENELOPE ISD,12,english,8,11,1,10,7,6,11,2,9,7,3
22,110901,ANTON ISD,17,english,8,18,3,15,7,4,18,11,7,0,0
22,110902,LEVELLAND ISD,17,english,8,209,42,167,90,50,201,49,152,59,7
22,110905,ROPES ISD,17,english,8,39,6,33,30,18,22,3,19,10,0
22,110906,SMYER ISD,17,english,8,32,7,25,19,15,22,12,10,9,1
22,110907,SUNDOWN ISD,17,english,8,45,2,43,33,18,45,5,40,34,12
22,110908,WHITHARRAL ISD,17,english,8,20,1,19,11,7,20,4,16,10,3
22,111801,LAKE GRANBURY A,11,english,8,0,,,,,0,,,,
22,111901,GRANBURY ISD,11,english,8,610,84,526,372,243,517,165,352,152,43
22,111902,LIPAN ISD,11,english,8,37,5,32,22,15,36,7,29,16,7
22,111903,TOLAR ISD,11,english,8,70,3,67,57,36,64,6,58,40,13
22,112901,SULPHUR SPRINGS,8,english,8,369,74,295,198,130,326,61,265,193,107
22,112905,CUMBY ISD,8,english,8,29,8,21,17,7,14,7,7,1,0
22,112906,NORTH HOPKINS I,8,english,8,34,6,28,22,14,34,10,24,13,5
22,112907,MILLER GROVE IS,8,english,8,17,1,16,11,4,8,1,7,2,1
22,112908,COMO-PICKTON CI,8,english,8,64,14,50,33,19,63,13,50,27,7
22,112909,SALTILLO ISD,8,english,8,23,1,22,16,7,23,5,18,9,3
22,112910,SULPHUR BLUFF I,8,english,8,18,2,16,11,7,18,3,15,6,3
22,113901,CROCKETT ISD,6,english,8,91,18,73,46,23,77,30,47,12,3
22,113902,GRAPELAND ISD,6,english,8,44,11,33,23,10,37,17,20,5,0
22,113903,LOVELADY ISD,6,english,8,45,2,43,29,16,30,10,20,4,0
22,113905,LATEXO ISD,6,english,8,35,5,30,25,16,29,4,25,18,6
22,113906,KENNARD ISD,6,english,8,19,5,14,8,5,16,5,11,6,3
22,114901,BIG SPRING ISD,18,english,8,265,96,169,96,58,266,137,129,64,19
22,114902,COAHOMA ISD,18,english,8,88,15,73,45,27,88,21,67,31,6
22,114904,FORSAN ISD,18,english,8,58,6,52,39,28,58,9,49,35,11
22,115901,FT HANCOCK ISD,19,english,8,20,2,18,14,10,12,1,11,2,0
22,115902,SIERRA BLANCA I,19,english,8,6,1,5,2,2,6,2,4,2,1
22,115903,DELL CITY ISD,19,english,8,0,,,,,0,,,,
22,116901,CADDO MILLS ISD,10,english,8,173,14,159,123,72,128,37,91,32,2
22,116902,CELESTE ISD,10,english,8,39,5,34,24,12,39,5,34,21,10
22,116903,COMMERCE ISD,10,english,8,122,26,96,55,34,125,48,77,24,4
22,116905,GREENVILLE ISD,10,english,8,391,115,276,155,90,394,171,223,74,17
22,116906,LONE OAK ISD,10,english,8,99,15,84,59,34,100,25,75,41,17
22,116908,QUINLAN ISD,10,english,8,192,39,153,91,55,202,67,135,58,21
22,116909,WOLFE CITY ISD,10,english,8,64,8,56,43,28,64,10,54,37,17
22,116910,CAMPBELL ISD,10,english,8,22,5,17,8,4,22,7,15,7,2
22,116915,BLAND ISD,10,english,8,57,8,49,33,21,57,8,49,38,21
22,116916,BOLES ISD,10,english,8,51,10,41,27,18,51,14,37,18,1
22,117901,BORGER ISD,16,english,8,170,23,147,97,63,99,10,89,56,19
22,117903,SANFORD-FRITCH,16,english,8,53,14,39,23,15,52,18,34,23,10
22,117904,PLEMONS-STINNET,16,english,8,61,11,50,33,24,50,10,40,14,7
22,117907,SPRING CREEK IS,16,english,8,7,0,7,6,4,7,0,7,2,1
22,118902,IRION COUNTY IS,15,english,8,26,6,20,15,10,26,5,21,11,7
22,119901,BRYSON ISD,9,english,8,13,0,13,9,7,13,0,13,12,4
22,119902,JACKSBORO ISD,9,english,8,83,12,71,53,30,64,8,56,31,5
22,119903,PERRIN-WHITT CI,9,english,8,31,3,28,19,9,31,6,25,6,3
22,120901,EDNA ISD,3,english,8,133,23,110,73,52,133,30,103,74,40
22,120902,GANADO ISD,3,english,8,48,5,43,23,16,33,16,17,4,0
22,120905,INDUSTRIAL ISD,3,english,8,99,3,96,73,61,73,4,69,58,19
22,121902,BROOKELAND ISD,5,english,8,23,3,20,16,12,13,7,6,1,0
22,121903,BUNA ISD,5,english,8,106,22,84,49,34,107,31,76,38,4
22,121904,JASPER ISD,5,english,8,162,38,124,67,29,135,53,82,39,12
22,121905,KIRBYVILLE CISD,5,english,8,125,26,99,64,40,104,24,80,40,4
22,121906,EVADALE ISD,5,english,8,30,4,26,18,12,31,5,26,19,6
22,122901,FT DAVIS ISD,18,english,8,14,4,10,4,2,12,3,9,1,0
22,122902,VALENTINE ISD,18,english,8,0,,,,,0,,,,
22,123803,TEKOA ACADEMY O,5,english,8,19,7,12,6,4,19,14,5,1,0
22,123805,EHRHART SCHOOL,5,english,8,46,3,43,28,14,46,10,36,11,3
22,123807,BOB HOPE SCHOOL,5,english,8,141,13,128,84,48,0,,,,
22,123905,NEDERLAND ISD,5,english,8,379,56,323,249,173,311,70,241,151,46
22,123907,PORT ARTHUR ISD,5,english,8,555,185,370,213,114,467,253,214,76,11
22,123908,PORT NECHES-GRO,5,english,8,443,72,371,230,138,433,115,318,134,30
22,123910,BEAUMONT ISD,5,english,8,1130,393,737,438,263,1174,672,502,236,99
22,123913,SABINE PASS ISD,5,english,8,34,2,32,26,21,34,5,29,5,0
22,123914,HAMSHIRE-FANNET,5,english,8,152,26,126,91,60,146,52,94,29,3
22,124901,JIM HOGG COUNTY,1,english,8,76,9,67,48,30,76,4,72,55,26
22,125901,ALICE ISD,2,english,8,302,112,190,109,60,277,137,140,38,2
22,125902,BEN BOLT-PALITO,2,english,8,33,6,27,12,5,34,20,14,3,0
22,125903,ORANGE GROVE IS,2,english,8,131,24,107,67,49,129,46,83,46,15
22,125905,PREMONT ISD,2,english,8,59,13,46,27,18,60,16,44,18,1
22,126901,ALVARADO ISD,11,english,8,289,73,216,136,75,309,125,184,85,13
22,126902,BURLESON ISD,11,english,8,1050,210,840,554,366,680,300,380,127,30
22,126903,CLEBURNE ISD,11,english,8,530,152,378,215,118,534,224,310,129,43
22,126904,GRANDVIEW ISD,11,english,8,112,18,94,65,45,92,21,71,39,11
22,126905,JOSHUA ISD,11,english,8,459,57,402,283,181,282,88,194,75,18
22,126906,KEENE ISD,11,english,8,79,12,67,41,22,68,13,55,30,6
22,126907,RIO VISTA ISD,11,english,8,54,8,46,36,19,53,18,35,16,8
22,126908,VENUS ISD,11,english,8,187,50,137,76,38,212,86,126,51,4
22,126911,GODLEY ISD,11,english,8,217,46,171,98,61,187,64,123,33,1
22,127901,ANSON ISD,14,english,8,46,4,42,32,19,46,7,39,20,9
22,127903,HAMLIN COLLEGIA,14,english,8,35,8,27,16,6,35,11,24,10,5
22,127904,HAWLEY ISD,14,english,8,37,5,32,19,13,36,7,29,12,4
22,127905,LUEDERS-AVOCA I,14,english,8,5,1,4,2,0,5,1,4,2,0
22,127906,STAMFORD ISD,14,english,8,46,6,40,26,12,38,7,31,18,4
22,128901,KARNES CITY ISD,20,english,8,80,13,67,47,28,59,24,35,10,0
22,128902,KENEDY ISD,3,english,8,57,7,50,29,15,51,15,36,12,4
22,128903,RUNGE ISD,3,english,8,14,8,6,3,0,15,10,5,0,0
22,128904,FALLS CITY ISD,20,english,8,32,0,32,28,17,32,1,31,27,15
22,129901,CRANDALL ISD,10,english,8,443,95,348,216,140,341,163,178,35,2
22,129902,FORNEY ISD,10,english,8,1172,202,970,656,393,1222,407,815,394,151
22,129903,KAUFMAN ISD,10,english,8,338,61,277,183,104,269,74,195,90,12
22,129904,KEMP ISD,10,english,8,137,34,103,60,31,120,48,72,28,5
22,129905,MABANK ISD,10,english,8,293,43,250,176,114,317,42,275,213,104
22,129906,TERRELL ISD,10,english,8,380,117,263,133,71,283,148,135,41,2
22,129910,SCURRY-ROSSER I,10,english,8,94,8,86,65,42,64,16,48,26,3
22,130801,MEADOWLAND CHAR,20,english,8,5,3,2,0,0,5,3,2,1,0
22,130901,BOERNE ISD,20,english,8,835,49,786,617,439,521,69,452,294,72
22,130902,COMFORT ISD,13,english,8,98,20,78,42,19,74,36,38,10,0
22,132902,JAYTON-GIRARD I,17,english,8,16,0,16,13,10,16,1,15,8,6
22,133901,CENTER POINT IS,20,english,8,50,13,37,22,11,46,18,28,11,1
22,133902,HUNT ISD,20,english,8,17,1,16,13,7,18,0,18,16,5
22,133903,KERRVILLE ISD,20,english,8,365,89,276,192,133,250,76,174,72,10
22,133904,INGRAM ISD,20,english,8,93,12,81,53,34,55,7,48,27,9
22,134901,JUNCTION ISD,15,english,8,50,3,47,32,16,48,13,35,22,9
22,135001,GUTHRIE CSD,17,english,8,12,0,12,10,8,12,1,11,8,4
22,136901,BRACKETT ISD,20,english,8,43,2,41,27,17,37,10,27,12,0
22,137901,KINGSVILLE ISD,2,english,8,213,67,146,89,50,193,75,118,66,18
22,137902,RICARDO ISD,2,english,8,52,3,49,42,30,36,1,35,34,24
22,137903,RIVIERA ISD,2,english,8,39,2,37,26,12,39,10,29,9,3
22,137904,SANTA GERTRUDIS,2,english,8,53,2,51,45,38,53,4,49,38,17
22,138902,KNOX CITY-O'BRI,9,english,8,16,0,16,6,4,16,1,15,12,4
22,138903,MUNDAY CISD,9,english,8,31,7,24,16,9,31,8,23,15,6
22,138904,BENJAMIN ISD,9,english,8,12,0,12,7,3,12,1,11,4,2
22,139905,CHISUM ISD,8,english,8,91,8,83,60,35,67,8,59,31,5
22,139909,PARIS ISD,8,english,8,264,61,203,123,77,242,65,177,91,19
22,139911,NORTH LAMAR ISD,8,english,8,197,41,156,92,59,177,38,139,84,21
22,139912,PRAIRILAND ISD,8,english,8,75,10,65,53,37,76,13,63,34,9
22,140901,AMHERST ISD,17,english,8,6,1,5,3,2,6,3,3,0,0
22,140904,LITTLEFIELD ISD,17,english,8,100,24,76,51,30,100,31,69,46,22
22,140905,OLTON ISD,17,english,8,42,4,38,18,10,42,12,30,13,4
22,140907,SPRINGLAKE-EART,17,english,8,28,7,21,11,7,28,12,16,4,2
22,140908,SUDAN ISD,17,english,8,43,4,39,26,23,43,14,29,18,3
22,141901,LAMPASAS ISD,12,english,8,309,38,271,182,127,301,67,234,142,34
22,141902,LOMETA ISD,12,english,8,24,5,19,14,8,24,11,13,7,2
22,142901,COTULLA ISD,20,english,8,82,16,66,39,19,64,13,51,29,10
22,143901,HALLETTSVILLE I,3,english,8,98,14,84,53,29,98,4,94,70,34
22,143902,MOULTON ISD,3,english,8,27,2,25,19,13,13,1,12,9,5
22,143903,SHINER ISD,3,english,8,53,6,47,36,30,53,5,48,33,21
22,143904,VYSEHRAD ISD,3,english,8,9,0,9,7,4,6,2,4,3,3
22,143905,SWEET HOME ISD,3,english,8,13,0,13,11,10,7,0,7,4,2
22,143906,EZZELL ISD,3,english,8,7,0,7,5,2,7,0,7,2,2
22,144901,GIDDINGS ISD,13,english,8,154,28,126,83,50,159,34,125,81,37
22,144902,LEXINGTON ISD,13,english,8,85,12,73,59,47,81,11,70,47,9
22,144903,DIME BOX ISD,13,english,8,11,2,9,5,2,11,2,9,2,1
22,145901,BUFFALO ISD,6,english,8,71,8,63,44,21,71,6,65,43,14
22,145902,CENTERVILLE ISD,6,english,8,57,8,49,40,18,57,12,45,26,4
22,145906,NORMANGEE ISD,6,english,8,54,16,38,24,10,54,12,42,19,6
22,145907,OAKWOOD ISD,6,english,8,14,3,11,7,5,14,4,10,5,1
22,145911,LEON ISD,6,english,8,54,5,49,40,30,38,4,34,24,5
22,146901,CLEVELAND ISD,4,english,8,944,342,602,318,170,748,403,345,90,16
22,146902,DAYTON ISD,4,english,8,453,116,337,195,120,361,137,224,94,16
22,146903,DEVERS ISD,4,english,8,16,0,16,14,12,9,1,8,5,1
22,146904,HARDIN ISD,5,english,8,129,22,107,71,46,116,32,84,26,6
22,146905,HULL-DAISETTA I,5,english,8,28,7,21,11,5,27,7,20,7,1
22,146906,LIBERTY ISD,5,english,8,156,20,136,98,60,139,43,96,43,5
22,146907,TARKINGTON ISD,4,english,8,134,23,111,74,46,130,28,102,70,24
22,147901,COOLIDGE ISD,12,english,8,17,2,15,10,6,17,3,14,7,1
22,147902,GROESBECK ISD,12,english,8,129,36,93,62,43,128,40,88,42,14
22,147903,MEXIA ISD,12,english,8,134,32,102,51,31,134,43,91,39,16
22,148901,BOOKER ISD,16,english,8,23,4,19,12,9,23,2,21,17,8
22,148902,FOLLETT ISD,16,english,8,13,0,13,6,5,13,1,12,2,0
22,148905,DARROUZETT ISD,16,english,8,10,4,6,3,2,10,5,5,3,1
22,149901,GEORGE WEST ISD,2,english,8,88,5,83,66,42,87,14,73,47,26
22,149902,THREE RIVERS IS,2,english,8,44,6,38,23,14,44,12,32,17,5
22,150901,LLANO ISD,13,english,8,137,30,107,82,52,139,36,103,66,33
22,152504,TEXAS TECH UNIV,17,english,8,18,1,17,14,9,19,3,16,12,4
22,152802,RISE ACADEMY,17,english,8,10,0,10,8,6,6,0,6,6,3
22,152901,LUBBOCK ISD,17,english,8,1863,500,1363,843,529,1251,632,619,181,24
22,152902,NEW DEAL ISD,17,english,8,67,4,63,38,23,67,19,48,19,6
22,152903,SLATON ISD,17,english,8,88,24,64,34,14,71,18,53,17,1
22,152906,LUBBOCK-COOPER,17,english,8,591,100,491,344,227,486,117,369,216,62
22,152907,FRENSHIP ISD,17,english,8,921,110,811,612,428,604,206,398,156,31
22,152908,ROOSEVELT ISD,17,english,8,91,16,75,42,23,92,22,70,32,9
22,152909,SHALLOWATER ISD,17,english,8,146,16,130,98,59,118,16,102,66,20
22,152910,IDALOU ISD,17,english,8,84,7,77,58,39,84,2,82,70,36
22,153903,O'DONNELL ISD,17,english,8,27,6,21,12,8,27,14,13,6,2
22,153904,TAHOKA ISD,17,english,8,41,9,32,21,13,41,5,36,19,8
22,153905,NEW HOME ISD,17,english,8,45,1,44,41,28,24,5,19,5,0
22,153907,WILSON ISD,17,english,8,11,3,8,4,2,11,3,8,2,2
22,154901,MADISONVILLE CI,6,english,8,183,25,158,112,67,146,20,126,59,6
22,154903,NORTH ZULCH ISD,6,english,8,21,4,17,10,6,16,1,15,8,2
22,155901,JEFFERSON ISD,8,english,8,96,24,72,46,27,96,57,39,11,2
22,156902,STANTON ISD,18,english,8,82,17,65,36,21,89,22,67,39,13
22,156905,GRADY ISD,18,english,8,20,3,17,13,7,20,5,15,8,3
22,157901,MASON ISD,15,english,8,57,2,55,48,38,40,6,34,20,6
22,158901,BAY CITY ISD,3,english,8,270,76,194,104,62,203,51,152,63,11
22,158902,TIDEHAVEN ISD,3,english,8,87,6,81,59,31,89,12,77,53,19
22,158904,MATAGORDA ISD,3,english,8,11,0,11,8,6,11,2,9,5,0
22,158905,PALACIOS ISD,3,english,8,101,16,85,55,31,81,19,62,32,13
22,158906,VAN VLECK ISD,3,english,8,94,20,74,39,19,95,19,76,52,21
22,159901,EAGLE PASS ISD,20,english,8,1018,210,808,530,327,1016,344,672,347,144
22,160901,BRADY ISD,15,english,8,75,8,67,46,22,75,7,68,59,19
22,160904,ROCHELLE ISD,15,english,8,18,1,17,14,8,18,0,18,16,15
22,160905,LOHN ISD,15,english,8,14,8,6,4,1,14,7,7,2,1
22,161802,RAPOPORT ACADEM,12,english,8,62,5,57,40,23,54,10,44,15,2
22,161807,HARMONY PUBLIC,12,english,8,885,106,779,539,348,623,178,445,210,67
22,161901,CRAWFORD ISD,12,english,8,30,0,30,25,15,20,2,18,15,2
22,161903,MIDWAY ISD,12,english,8,646,60,586,463,333,487,95,392,215,59
22,161906,LA VEGA ISD,12,english,8,212,39,173,107,64,212,80,132,51,14
22,161907,LORENA ISD,12,english,8,131,7,124,96,64,115,16,99,71,26
22,161908,MART ISD,12,english,8,31,4,27,16,8,32,5,27,14,4
22,161909,MCGREGOR ISD,12,english,8,103,13,90,63,38,86,20,66,39,18
22,161910,MOODY ISD,12,english,8,52,15,37,27,14,41,14,27,14,2
22,161912,RIESEL ISD,12,english,8,49,6,43,29,20,49,13,36,19,8
22,161914,WACO ISD,12,english,8,1010,279,731,418,216,874,447,427,134,22
22,161916,WEST ISD,12,english,8,85,14,71,46,24,92,13,79,59,25
22,161918,AXTELL ISD,12,english,8,56,7,49,35,23,52,19,33,11,1
22,161919,BRUCEVILLE-EDDY,12,english,8,36,7,29,20,11,28,12,16,2,0
22,161920,CHINA SPRING IS,12,english,8,215,14,201,141,90,148,18,130,79,13
22,161921,CONNALLY ISD,12,english,8,161,43,118,73,40,159,76,83,21,1
22,161922,ROBINSON ISD,12,english,8,203,28,175,143,99,190,31,159,97,36
22,161923,BOSQUEVILLE ISD,12,english,8,52,3,49,32,22,49,5,44,36,15
