year,district,dname,region,LANGUAGE,GRADE,rla_docs,rla_all_unsatgl_nm,rla_all_approgl_nm,rla_all_meetsgl_nm,rla_all_mastrgl_nm,m_docs,m_all_unsatgl_nm,m_all_approgl_nm,m_all_meetsgl_nm,m_all_mastrgl_nm
23,1902,CAYUGA ISD,7,english,3,35,7,28,16,4,35,12,23,17,3
23,1903,ELKHART ISD,7,english,3,85,20,65,40,8,85,29,56,30,9
23,1904,FRANKSTON ISD,7,english,3,62,6,56,28,5,62,7,55,41,9
23,1906,NECHES ISD,7,english,3,19,2,17,7,3,19,7,12,8,1
23,1907,PALESTINE ISD,7,english,3,214,65,149,77,18,226,76,150,77,23
23,1908,WESTWOOD ISD,7,english,3,109,50,59,30,8,109,52,57,28,7
23,1909,SLOCUM ISD,7,english,3,22,9,13,7,1,21,8,13,5,1
23,2901,ANDREWS ISD,18,english,3,269,59,210,123,34,282,71,211,112,30
23,3801,PINEYWOODS COMM,7,english,3,87,18,69,34,9,87,27,60,38,10
23,3902,HUDSON ISD,7,english,3,192,24,168,106,43,194,31,163,101,46
23,3903,LUFKIN ISD,7,english,3,504,120,384,233,77,506,166,340,190,67
23,3904,HUNTINGTON ISD,7,english,3,129,39,90,51,11,129,54,75,21,9
23,3905,DIBOLL ISD,7,english,3,107,19,88,49,15,107,32,75,32,10
23,3906,ZAVALLA ISD,7,english,3,17,2,15,11,3,17,4,13,8,2
23,3907,CENTRAL ISD,7,english,3,115,23,92,62,16,115,25,90,53,12
23,4901,ARANSAS COUNTY,2,english,3,215,92,123,66,21,215,94,121,58,19
23,5901,ARCHER CITY ISD,9,english,3,36,0,36,32,14,36,1,35,28,12
23,5902,HOLLIDAY ISD,9,english,3,78,7,71,47,26,78,15,63,33,14
23,5904,WINDTHORST ISD,9,english,3,34,4,30,23,3,34,2,32,24,10
23,6902,CLAUDE ISD,16,english,3,32,5,27,21,9,32,4,28,16,6
23,7901,CHARLOTTE ISD,20,english,3,39,15,24,13,2,39,15,24,13,2
23,7902,JOURDANTON ISD,20,english,3,104,27,77,46,15,103,31,72,34,13
23,7904,LYTLE ISD,20,english,3,137,53,84,38,6,137,64,73,20,9
23,7905,PLEASANTON ISD,20,english,3,225,73,152,83,34,227,51,176,88,31
23,7906,POTEET ISD,20,english,3,112,31,81,47,6,111,40,71,33,10
23,8901,BELLVILLE ISD,6,english,3,135,32,103,69,21,135,36,99,63,26
23,8902,SEALY ISD,6,english,3,164,37,127,80,28,184,60,124,72,29
23,8903,BRAZOS ISD,6,english,3,55,20,35,23,3,55,25,30,11,2
23,9901,MULESHOE ISD,17,english,3,100,28,72,39,18,100,26,74,37,12
23,10901,MEDINA ISD,20,english,3,14,4,10,4,2,14,5,9,4,0
23,10902,BANDERA ISD,20,english,3,161,48,113,68,23,162,70,92,46,18
23,11901,BASTROP ISD,13,english,3,846,296,550,306,106,848,341,507,246,75
23,11902,ELGIN ISD,13,english,3,288,98,190,87,33,380,156,224,80,18
23,11904,SMITHVILLE ISD,13,english,3,123,28,95,57,23,122,28,94,62,13
23,11905,MCDADE ISD,13,english,3,24,12,12,7,1,24,11,13,8,5
23,12901,SEYMOUR ISD,9,english,3,41,2,39,27,5,41,4,37,20,4
23,13801,ST MARY'S ACADE,2,english,3,51,8,43,22,9,51,12,39,16,7
23,13901,BEEVILLE ISD,2,english,3,203,49,154,86,25,203,60,143,81,38
23,13902,PAWNEE ISD,2,english,3,11,1,10,8,0,11,1,10,8,2
23,13903,PETTUS ISD,2,english,3,23,5,18,10,2,23,6,17,9,5
23,13905,SKIDMORE-TYNAN,2,english,3,63,23,40,24,11,63,21,42,25,8
23,14803,PRIORITY CHARTE,12,english,3,34,10,24,15,4,34,12,22,8,5
23,14804,ORENDA CHARTER,12,english,3,145,18,127,101,39,149,24,125,93,49
23,14901,ACADEMY ISD,12,english,3,136,21,115,75,22,137,40,97,51,21
23,14902,BARTLETT ISD,13,english,3,37,18,19,7,1,37,16,21,9,3
23,14903,BELTON ISD,12,english,3,969,203,766,486,171,1006,301,705,397,163
23,14905,HOLLAND ISD,12,english,3,47,6,41,29,14,47,3,44,30,10
23,14906,KILLEEN ISD,12,english,3,3201,798,2403,1440,479,3195,942,2253,1204,455
23,14907,ROGERS ISD,12,english,3,61,10,51,30,7,61,11,50,30,14
23,14908,SALADO ISD,12,english,3,152,28,124,74,24,153,38,115,75,26
23,14909,TEMPLE ISD,12,english,3,581,174,407,250,87,613,217,396,223,91
23,14910,TROY ISD,12,english,3,123,29,94,53,17,123,21,102,60,19
23,15802,GEORGE GERVIN A,20,english,3,28,17,11,3,1,28,19,9,1,0
23,15806,LEGACY TRADITIO,20,english,3,79,22,57,30,6,77,28,49,20,3
23,15807,SOUTHWEST PREPA,20,english,3,67,27,40,16,2,68,44,24,9,1
23,15808,INSPIRE ACADEMI,20,english,3,46,12,34,19,7,44,17,27,16,7
23,15809,BEXAR COUNTY AC,20,english,3,23,11,12,9,0,22,7,15,5,1
23,15815,HERITAGE ACADEM,20,english,3,9,5,4,2,1,9,6,3,1,1
23,15822,JUBILEE ACADEMI,20,english,3,512,196,316,163,50,510,212,298,130,43
23,15825,LIGHTHOUSE PUBL,20,english,3,33,13,20,4,1,33,19,14,5,1
23,15827,SCHOOL OF SCIEN,20,english,3,360,69,291,212,87,361,98,263,152,61
23,15828,HARMONY PUBLIC,20,english,3,278,96,182,103,39,281,105,176,84,36
23,15830,BROOKS ACADEMIE,20,english,3,226,59,167,91,29,228,89,139,67,24
23,15831,SCHOOL OF SCIEN,20,english,3,518,101,417,269,114,520,160,360,196,91
23,15834,BASIS TEXAS,20,english,3,552,34,518,424,227,552,49,503,389,230
23,15835,GREAT HEARTS TE,20,english,3,1026,182,844,579,197,1026,250,776,478,196
23,15836,ELEANOR KOLITZ,20,english,3,62,2,60,41,20,61,6,55,35,19
23,15838,COMPASS ROSE PU,20,english,3,245,105,140,62,8,241,100,141,64,15
23,15839,PROMESA ACADEMY,20,english,3,44,22,22,12,4,44,25,19,5,1
23,15841,THE GATHERING P,20,english,3,91,52,39,17,3,96,62,34,9,1
23,15842,ROYAL PUBLIC SC,20,english,3,48,21,27,17,3,48,25,23,9,1
23,15843,PRELUDE PREPARA,20,english,3,6,1,5,2,1,6,4,2,1,1
23,15844,ESSENCE PREPARA,20,english,3,12,5,7,2,0,12,7,5,2,0
23,15901,ALAMO HEIGHTS I,20,english,3,307,33,274,218,86,308,42,266,184,97
23,15904,HARLANDALE ISD,20,english,3,672,247,425,199,46,649,274,375,153,34
23,15905,EDGEWOOD ISD,20,english,3,421,219,202,85,19,509,267,242,89,19
23,15906,RANDOLPH FIELD,20,english,3,109,8,101,77,30,110,11,99,69,36
23,15907,SAN ANTONIO ISD,20,english,3,2524,1087,1437,758,258,2502,1220,1282,596,182
23,15908,SOUTH SAN ANTON,20,english,3,443,203,240,100,32,445,213,232,82,21
23,15909,SOMERSET ISD,20,english,3,240,47,193,121,53,267,54,213,134,46
23,15910,NORTH EAST ISD,20,english,3,3331,652,2679,1862,790,3302,893,2409,1502,684
23,15911,EAST CENTRAL IS,20,english,3,682,273,409,215,63,683,308,375,167,45
23,15912,SOUTHWEST ISD,20,english,3,867,263,604,370,116,865,316,549,279,96
23,15913,LACKLAND ISD,20,english,3,85,17,68,44,10,85,20,65,37,19
23,15914,FT SAM HOUSTON,20,english,3,124,14,110,86,37,124,19,105,70,32
23,15915,NORTHSIDE ISD,20,english,3,6540,1574,4966,3112,1002,6512,1966,4546,2657,1094
23,15916,JUDSON ISD,20,english,3,1688,546,1142,627,188,1684,694,990,483,161
23,15917,SOUTHSIDE ISD,20,english,3,309,96,213,114,31,308,81,227,121,43
23,16901,JOHNSON CITY IS,13,english,3,35,3,32,21,3,35,6,29,17,3
23,16902,BLANCO ISD,13,english,3,82,39,43,18,6,81,36,45,21,5
23,17901,BORDEN COUNTY I,17,english,3,16,3,13,9,2,16,2,14,9,2
23,18901,CLIFTON ISD,12,english,3,60,7,53,35,17,60,25,35,15,2
23,18902,MERIDIAN ISD,12,english,3,26,5,21,12,4,26,5,21,7,3
23,18903,MORGAN ISD,12,english,3,12,8,4,3,0,12,5,7,3,1
23,18904,VALLEY MILLS IS,12,english,3,44,8,36,17,2,44,11,33,14,1
23,18905,WALNUT SPRINGS,12,english,3,9,5,4,1,0,9,5,4,0,0
23,18906,IREDELL ISD,12,english,3,11,1,10,4,0,11,2,9,1,1
23,18907,KOPPERL ISD,12,english,3,13,4,9,4,1,13,2,11,8,2
23,18908,CRANFILLS GAP I,12,english,3,8,1,7,4,1,9,2,7,3,0
23,19901,DEKALB ISD,8,english,3,51,8,43,29,10,52,13,39,20,7
23,19902,HOOKS ISD,8,english,3,61,7,54,38,12,61,4,57,37,19
23,19903,MAUD ISD,8,english,3,33,5,28,17,8,33,9,24,18,5
23,19905,NEW BOSTON ISD,8,english,3,80,28,52,24,3,80,36,44,18,6
23,19906,REDWATER ISD,8,english,3,64,6,58,42,15,64,10,54,37,14
23,19907,TEXARKANA ISD,8,english,3,427,143,284,178,63,454,165,289,143,57
23,19908,LIBERTY-EYLAU I,8,english,3,147,57,90,50,15,147,38,109,69,29
23,19909,SIMMS ISD,8,english,3,22,1,21,15,2,23,0,23,14,4
23,19910,MALTA ISD,8,english,3,25,6,19,12,3,25,5,20,10,5
23,19911,RED LICK ISD,8,english,3,68,1,67,57,27,68,2,66,60,31
23,19912,PLEASANT GROVE,8,english,3,165,13,152,108,29,163,15,148,116,50
23,19913,HUBBARD ISD,8,english,3,0,,,,,,,,,
23,19914,LEARY ISD,8,english,3,9,1,8,5,1,9,3,6,2,0
23,20901,ALVIN ISD,4,english,3,2029,378,1651,1144,484,2055,488,1567,1020,480
23,20902,ANGLETON ISD,4,english,3,506,70,436,303,109,510,109,401,247,98
23,20904,DANBURY ISD,4,english,3,46,3,43,23,5,45,4,41,32,13
23,20905,BRAZOSPORT ISD,4,english,3,800,144,656,431,153,829,148,681,404,173
23,20906,SWEENY ISD,4,english,3,142,31,111,56,13,139,29,110,52,26
23,20907,COLUMBIA-BRAZOR,4,english,3,215,53,162,101,31,215,62,153,82,24
23,20908,PEARLAND ISD,4,english,3,1428,184,1244,980,514,1433,207,1226,898,489
23,20910,DAMON ISD,4,english,3,7,0,7,4,0,7,2,5,1,0
23,21803,BRAZOS SCHOOL F,6,english,3,27,11,16,11,5,27,12,15,6,1
23,21805,ARROW ACADEMY,6,english,3,95,23,72,44,12,95,28,67,37,14
23,21901,COLLEGE STATION,6,english,3,1015,232,783,530,230,1006,224,782,503,259
23,21902,BRYAN ISD,6,english,3,1106,313,793,454,155,1105,306,799,459,168
23,22004,TERLINGUA CSD,18,english,3,5,4,1,1,0,5,5,0,0,0
23,22901,ALPINE ISD,18,english,3,56,12,44,24,3,56,24,32,16,3
23,22902,MARATHON ISD,18,english,3,5,1,4,4,0,5,0,5,2,0
23,23902,SILVERTON ISD,16,english,3,10,2,8,7,5,10,2,8,6,5
23,24901,BROOKS COUNTY I,1,english,3,86,38,48,25,7,88,45,43,27,9
23,25901,BANGS ISD,15,english,3,46,6,40,28,14,46,4,42,29,7
23,25902,BROWNWOOD ISD,15,english,3,251,53,198,116,40,250,53,197,123,49
23,25904,BLANKET ISD,15,english,3,6,1,5,2,0,6,3,3,2,0
23,25905,MAY ISD,15,english,3,19,3,16,9,0,19,8,11,7,1
23,25906,ZEPHYR ISD,15,english,3,18,1,17,11,0,18,1,17,6,1
23,25908,BROOKESMITH ISD,15,english,3,10,4,6,3,0,10,5,5,1,0
23,25909,EARLY ISD,15,english,3,83,9,74,45,14,83,16,67,43,12
23,26901,CALDWELL ISD,6,english,3,142,38,104,64,27,141,34,107,58,25
23,26902,SOMERVILLE ISD,6,english,3,45,20,25,11,0,45,25,20,4,2
23,26903,SNOOK ISD,6,english,3,54,20,34,23,6,54,20,34,17,5
23,27903,BURNET CISD,13,english,3,229,72,157,85,18,230,83,147,63,19
23,27904,MARBLE FALLS IS,13,english,3,248,63,185,111,33,278,78,200,112,43
23,28902,LOCKHART ISD,13,english,3,361,93,268,163,51,371,108,263,125,41
23,28903,LULING ISD,13,english,3,123,31,92,54,24,123,25,98,57,29
23,28906,PRAIRIE LEA ISD,13,english,3,16,12,4,1,0,16,9,7,1,0
23,29901,CALHOUN COUNTY,3,english,3,244,39,205,146,62,244,43,201,137,45
23,30901,CROSS PLAINS IS,14,english,3,21,1,20,13,1,21,2,19,11,5
23,30902,CLYDE CISD,14,english,3,97,34,63,37,9,96,37,59,27,10
23,30903,BAIRD ISD,14,english,3,25,3,22,13,1,25,6,19,8,5
23,30906,EULA ISD,14,english,3,40,6,34,23,6,40,7,33,18,5
23,31901,BROWNSVILLE ISD,1,english,3,2209,482,1727,1145,498,2208,506,1702,1083,432
23,31903,HARLINGEN CISD,1,english,3,1088,318,770,478,178,1088,346,742,410,167
23,31905,LA FERIA ISD,1,english,3,171,33,138,90,28,170,33,137,75,30
23,31906,LOS FRESNOS CIS,1,english,3,660,121,539,390,191,659,127,532,353,136
23,31909,POINT ISABEL IS,1,english,3,128,30,98,62,21,129,34,95,41,14
23,31911,RIO HONDO ISD,1,english,3,115,39,76,47,12,115,48,67,36,7
23,31912,SAN BENITO CISD,1,english,3,614,172,442,265,91,617,167,450,224,75
23,31913,SANTA MARIA ISD,1,english,3,26,5,21,12,1,26,9,17,12,7
23,31914,SANTA ROSA ISD,1,english,3,47,22,25,13,5,47,23,24,10,0
23,32902,PITTSBURG ISD,8,english,3,183,47,136,68,21,183,63,120,38,9
23,33901,GROOM ISD,16,english,3,7,1,6,2,0,7,0,7,4,1
23,33902,PANHANDLE ISD,16,english,3,53,9,44,37,22,53,15,38,25,8
23,33904,WHITE DEER ISD,16,english,3,27,3,24,14,3,27,4,23,9,2
23,34901,ATLANTA ISD,8,english,3,137,19,118,79,31,139,27,112,78,33
23,34902,AVINGER ISD,8,english,3,10,2,8,6,3,10,3,7,6,1
23,34903,HUGHES SPRINGS,8,english,3,68,13,55,28,9,68,28,40,17,6
23,34905,LINDEN-KILDARE,8,english,3,42,20,22,12,6,42,17,25,12,5
23,34906,MCLEOD ISD,8,english,3,31,2,29,18,3,29,1,28,23,8
23,34907,QUEEN CITY ISD,8,english,3,68,12,56,34,15,70,10,60,44,22
23,34909,BLOOMBURG ISD,8,english,3,18,4,14,9,2,18,9,9,5,2
23,35901,DIMMITT ISD,16,english,3,78,34,44,12,0,78,51,27,11,3
23,35902,HART ISD,16,english,3,14,2,12,7,1,14,4,10,2,0
23,35903,NAZARETH ISD,16,english,3,15,2,13,12,7,15,1,14,11,7
23,36901,ANAHUAC ISD,4,english,3,118,49,69,25,3,117,54,63,18,3
23,36902,BARBERS HILL IS,4,english,3,599,39,560,454,231,597,59,538,398,213
23,36903,EAST CHAMBERS I,5,english,3,111,19,92,53,15,111,12,99,74,34
23,37901,ALTO ISD,7,english,3,41,13,28,18,5,41,13,28,16,3
23,37904,JACKSONVILLE IS,7,english,3,244,57,187,121,44,338,74,264,139,61
23,37907,RUSK ISD,7,english,3,129,20,109,66,18,130,25,105,60,18
23,37908,NEW SUMMERFIELD,7,english,3,38,1,37,24,8,38,14,24,8,2
23,37909,WELLS ISD,7,english,3,12,3,9,6,3,12,3,9,2,1
23,38901,CHILDRESS ISD,16,english,3,61,14,47,27,10,61,15,46,29,10
23,39902,HENRIETTA ISD,9,english,3,76,14,62,33,12,76,34,42,16,5
23,39903,PETROLIA CISD,9,english,3,34,11,23,9,1,34,15,19,5,2
23,39904,BELLEVUE ISD,9,english,3,14,2,12,4,1,14,3,11,5,0
23,39905,MIDWAY ISD,9,english,3,8,2,6,5,2,8,3,5,2,1
23,40901,MORTON ISD,17,english,3,26,9,17,12,0,26,6,20,13,4
23,40902,WHITEFACE CISD,17,english,3,23,14,9,4,0,23,7,16,6,3
23,41901,BRONTE ISD,15,english,3,18,4,14,9,1,18,4,14,6,2
23,41902,ROBERT LEE ISD,15,english,3,16,5,11,9,3,16,4,12,6,4
23,42901,COLEMAN ISD,15,english,3,47,15,32,13,4,47,13,34,17,5
23,42903,SANTA ANNA ISD,15,english,3,21,8,13,7,1,21,9,12,6,2
23,42905,PANTHER CREEK C,15,english,3,9,1,8,5,0,9,2,7,5,0
23,43801,IMAGINE INTERNA,10,english,3,124,8,116,91,43,124,9,115,85,47
23,43802,LONE STAR LANGU,10,english,3,17,0,17,14,8,17,0,17,15,11
23,43901,ALLEN ISD,10,english,3,1560,177,1383,1106,537,1559,206,1353,1037,580
23,43902,ANNA ISD,10,english,3,364,83,281,177,49,382,105,277,165,52
23,43903,CELINA ISD,10,english,3,325,49,276,201,62,324,67,257,160,71
23,43904,FARMERSVILLE IS,10,english,3,135,43,92,61,22,137,44,93,49,12
23,43905,FRISCO ISD,10,english,3,4565,405,4160,3344,1766,4576,599,3977,3029,1734
23,43907,MCKINNEY ISD,10,english,3,1550,260,1290,959,385,1569,324,1245,801,387
23,43908,MELISSA ISD,10,english,3,473,52,421,340,182,473,60,413,319,178
23,43910,PLANO ISD,10,english,3,2962,445,2517,1921,979,2941,537,2404,1767,1065
23,43911,PRINCETON ISD,10,english,3,610,131,479,308,119,610,155,455,263,103
23,43912,PROSPER ISD,10,english,3,2162,226,1936,1459,656,2159,279,1880,1420,777
23,43914,WYLIE ISD,10,english,3,1326,117,1209,1005,517,1359,115,1244,982,602
23,43917,BLUE RIDGE ISD,10,english,3,76,15,61,41,10,76,20,56,41,12
23,43918,COMMUNITY ISD,10,english,3,272,67,205,127,44,301,87,214,119,55
23,43919,LOVEJOY ISD,10,english,3,248,11,237,204,122,248,12,236,214,145
23,44902,WELLINGTON ISD,16,english,3,42,9,33,19,6,42,7,35,19,8
23,45902,COLUMBUS ISD,4,english,3,109,29,80,48,20,109,39,70,34,14
23,45903,RICE CISD,3,english,3,71,14,57,33,16,71,18,53,33,10
23,45905,WEIMAR ISD,3,english,3,58,8,50,36,9,58,11,47,34,9
23,46802,TRINITY CHARTER,20,english,3,0,,,,,0,,,,
23,46901,NEW BRAUNFELS I,20,english,3,695,110,585,387,158,713,181,532,311,119
23,46902,COMAL ISD,20,english,3,2045,268,1777,1284,543,2049,324,1725,1239,619
23,47901,COMANCHE ISD,14,english,3,90,16,74,40,10,91,25,66,39,16
23,47902,DE LEON ISD,14,english,3,46,2,44,38,18,46,3,43,27,10
23,47903,GUSTINE ISD,14,english,3,9,5,4,2,0,9,6,3,2,0
23,47905,SIDNEY ISD,14,english,3,10,4,6,2,0,10,5,5,2,0
23,48901,EDEN CISD,15,english,3,15,3,12,6,1,15,2,13,7,1
23,48903,PAINT ROCK ISD,15,english,3,10,2,8,7,2,10,1,9,4,2
23,49901,GAINESVILLE ISD,11,english,3,179,78,101,51,12,207,84,123,53,11
23,49902,MUENSTER ISD,11,english,3,41,1,40,31,17,41,4,37,29,22
23,49903,VALLEY VIEW ISD,11,english,3,52,20,32,17,6,52,14,38,21,8
23,49905,CALLISBURG ISD,11,english,3,86,17,69,37,6,87,15,72,48,11
23,49906,ERA ISD,11,english,3,40,10,30,17,3,40,17,23,7,2
23,49907,LINDSAY ISD,11,english,3,34,3,31,20,6,34,5,29,18,6
23,49908,WALNUT BEND ISD,11,english,3,6,2,4,2,0,6,1,5,2,0
23,49909,SIVELLS BEND IS,11,english,3,0,,,,,0,,,,
23,50901,EVANT ISD,12,english,3,9,3,6,4,2,9,2,7,4,3
23,50902,GATESVILLE ISD,12,english,3,200,34,166,115,36,200,38,162,102,39
23,50904,OGLESBY ISD,12,english,3,12,2,10,2,1,12,7,5,2,0
23,50909,JONESBORO ISD,12,english,3,29,8,21,12,3,29,8,21,9,1
23,50910,COPPERAS COVE I,12,english,3,566,134,432,265,96,565,132,433,270,104
23,51901,PADUCAH ISD,17,english,3,6,3,3,1,0,6,4,2,1,0
23,52901,CRANE ISD,15,english,3,87,24,63,33,7,86,36,50,29,16
23,53001,CROCKETT COUNTY,15,english,3,46,4,42,30,6,46,6,40,19,6
23,54901,CROSBYTON CISD,17,english,3,14,3,11,5,0,14,8,6,1,1
23,54902,LORENZO ISD,17,english,3,9,6,3,2,0,9,6,3,1,0
23,54903,RALLS ISD,17,english,3,22,7,15,3,0,22,14,8,0,0
23,55901,CULBERSON COUNT,18,english,3,25,6,19,10,3,25,10,15,6,1
23,56901,DALHART ISD,16,english,3,133,57,76,45,4,133,58,75,33,2
23,56902,TEXLINE ISD,16,english,3,18,0,18,14,6,18,0,18,15,11
23,57802,PEGASUS SCHOOL,10,english,3,38,19,19,12,1,38,21,17,7,1
23,57803,UPLIFT EDUCATIO,10,english,3,1730,615,1115,631,202,1725,640,1085,571,205
23,57805,LUMIN EDUCATION,10,english,3,27,8,19,7,2,27,12,15,7,2
23,57806,ADVANTAGE ACADE,10,english,3,75,33,42,16,0,74,47,27,12,1
23,57807,LIFE SCHOOL,10,english,3,438,161,277,145,31,440,186,254,111,32
23,57808,UNIVERSAL ACADE,10,english,3,182,32,150,112,49,182,37,145,104,68
23,57809,NOVA ACADEMY,10,english,3,7,2,5,4,0,7,2,5,2,1
23,57810,ACADEMY OF DALL,10,english,3,17,11,6,2,0,17,15,2,1,0
23,57813,TRINITY BASIN P,10,english,3,403,165,238,127,31,405,167,238,101,21
23,57816,A W BROWN LEADE,10,english,3,82,32,50,26,3,81,38,43,17,2
23,57819,JEAN MASSIEU AC,10,english,3,18,8,10,5,0,18,8,10,5,2
23,57827,NOVA ACADEMY SO,10,english,3,36,15,21,12,3,36,14,22,13,8
23,57829,A+ ACADEMY,10,english,3,96,44,52,22,5,96,37,59,22,6
23,57830,INSPIRED VISION,10,english,3,89,45,44,20,3,89,50,39,8,2
23,57831,GATEWAY CHARTER,10,english,3,40,19,21,11,2,37,17,20,6,2
23,57833,EDUCATION CENTE,10,english,3,60,14,46,29,8,60,14,46,29,8
23,57835,GOLDEN RULE CHA,10,english,3,136,21,115,70,21,137,29,108,61,24
23,57836,ST ANTHONY SCHO,10,english,3,35,2,33,19,5,34,7,27,16,10
23,57839,LA ACADEMIA DE,10,english,3,87,22,65,29,4,87,20,67,25,6
23,57841,CITYSCAPE SCHOO,10,english,3,77,29,48,22,7,106,41,65,24,5
23,57844,MANARA ACADEMY,10,english,3,40,17,23,10,0,39,18,21,4,1
23,57845,UME PREPARATORY,10,english,3,122,17,105,69,15,124,34,90,56,25
23,57846,LEGACY PREPARAT,10,english,3,86,35,51,27,6,86,37,49,23,9
23,57847,VILLAGE TECH SC,10,english,3,106,47,59,26,3,106,57,49,16,3
23,57848,INTERNATIONAL L,10,english,3,1903,762,1141,581,160,1900,820,1080,487,173
23,57850,PIONEER TECHNOL,10,english,3,178,31,147,91,30,178,66,112,63,26
23,57851,BRIDGEWAY PREPA,10,english,3,12,5,7,4,0,11,6,5,1,0
23,57903,CARROLLTON-FARM,10,english,3,1451,292,1159,783,355,1749,469,1280,812,353
23,57904,CEDAR HILL ISD,10,english,3,438,124,314,185,64,440,145,295,155,60
23,57905,DALLAS ISD,10,english,3,6115,1747,4368,2863,1110,9331,2924,6407,3823,1454
23,57906,DESOTO ISD,10,english,3,334,118,216,119,40,348,150,198,85,19
23,57907,DUNCANVILLE ISD,10,english,3,533,203,330,157,42,656,280,376,191,56
23,57909,GARLAND ISD,10,english,3,2764,642,2122,1486,657,3492,909,2583,1596,717
23,57910,GRAND PRAIRIE I,10,english,3,1305,339,966,619,257,1714,529,1185,678,263
23,57911,HIGHLAND PARK I,10,english,3,449,4,445,403,274,450,13,437,373,236
23,57912,IRVING ISD,10,english,3,1536,571,965,486,121,1676,683,993,484,140
23,57913,LANCASTER ISD,10,english,3,422,124,298,173,55,438,157,281,132,37
23,57914,MESQUITE ISD,10,english,3,2102,641,1461,831,219,2138,710,1428,802,282
23,57916,RICHARDSON ISD,10,english,3,2497,588,1909,1365,611,2578,719,1859,1244,618
23,57919,SUNNYVALE ISD,10,english,3,164,16,148,119,60,164,36,128,79,32
23,57922,COPPELL ISD,10,english,3,969,105,864,728,419,973,112,861,674,425
23,58902,DAWSON ISD,17,english,3,10,2,8,4,1,10,4,6,2,0
23,58905,KLONDIKE ISD,17,english,3,17,1,16,13,8,17,3,14,9,5
23,58906,LAMESA ISD,17,english,3,92,36,56,24,2,90,45,45,17,5
23,58909,SANDS CISD,17,english,3,19,3,16,10,1,19,3,16,6,2
23,59901,HEREFORD ISD,16,english,3,223,63,160,90,27,223,56,167,90,33
23,59902,WALCOTT ISD,16,english,3,20,0,20,13,6,20,2,18,15,4
23,60902,COOPER ISD,8,english,3,66,20,46,27,9,66,29,37,22,6
23,60914,FANNINDEL ISD,8,english,3,12,7,5,2,1,12,7,5,1,0
23,61802,NORTH TEXAS COL,11,english,3,81,20,61,34,13,81,28,53,26,11
23,61804,LEADERSHIP PREP,10,english,3,100,5,95,77,37,98,4,94,74,46
23,61805,TRIVIUM ACADEMY,11,english,3,65,5,60,50,29,65,8,57,45,20
23,61901,DENTON ISD,11,english,3,2140,485,1655,1087,422,2257,670,1587,931,392
23,61902,LEWISVILLE ISD,11,english,3,3192,519,2673,1946,889,3187,660,2527,1737,905
23,61903,PILOT POINT ISD,11,english,3,91,23,68,41,13,116,45,71,33,11
23,61905,KRUM ISD,11,english,3,180,35,145,87,31,179,42,137,67,20
23,61906,PONDER ISD,11,english,3,132,38,94,57,14,132,41,91,54,13
23,61907,AUBREY ISD,11,english,3,274,49,225,171,69,275,52,223,143,64
23,61908,SANGER ISD,11,english,3,222,46,176,115,45,223,64,159,88,28
23,61910,ARGYLE ISD,11,english,3,414,30,384,306,141,414,55,359,241,112
23,61911,NORTHWEST ISD,11,english,3,2225,397,1828,1288,532,2197,551,1646,1036,430
23,61912,LAKE DALLAS ISD,11,english,3,274,73,201,117,34,276,85,191,102,44
23,61914,LITTLE ELM ISD,11,english,3,586,127,459,310,111,613,163,450,280,129
23,62901,CUERO ISD,3,english,3,125,42,83,35,15,124,42,82,41,11
23,62902,NORDHEIM ISD,3,english,3,11,3,8,6,0,11,6,5,5,2
23,62903,YOAKUM ISD,3,english,3,113,38,75,36,9,112,35,77,37,11
23,62904,YORKTOWN ISD,3,english,3,37,5,32,12,3,37,5,32,13,7
23,62905,WESTHOFF ISD,3,english,3,11,0,11,10,4,11,0,11,10,4
23,62906,MEYERSVILLE ISD,3,english,3,15,2,13,12,5,15,3,12,7,4
23,63903,SPUR ISD,17,english,3,14,3,11,8,2,14,4,10,2,1
23,63906,PATTON SPRINGS,17,english,3,6,2,4,3,2,6,2,4,0,0
23,64903,CARRIZO SPRINGS,20,english,3,145,40,105,58,16,144,41,103,46,13
23,65901,CLARENDON ISD,16,english,3,28,6,22,14,4,28,9,19,14,3
23,65902,HEDLEY ISD,16,english,3,6,0,6,6,5,6,0,6,6,4
23,66005,RAMIREZ CSD,2,english,3,0,,,,,0,,,,
23,66901,BENAVIDES ISD,2,english,3,8,5,3,2,0,8,4,4,1,0
23,66902,SAN DIEGO ISD,2,english,3,112,38,74,41,10,111,50,61,28,7
23,66903,FREER ISD,2,english,3,52,20,32,17,2,52,24,28,15,4
23,67902,CISCO ISD,14,english,3,58,11,47,36,15,58,11,47,25,8
23,67903,EASTLAND ISD,14,english,3,75,6,69,51,22,75,12,63,38,16
23,67904,GORMAN ISD,14,english,3,19,3,16,7,2,19,3,16,8,2
23,67907,RANGER ISD,14,english,3,21,6,15,6,2,21,9,12,4,2
23,67908,RISING STAR ISD,14,english,3,10,5,5,0,0,10,4,6,0,0
23,68802,COMPASS ACADEMY,18,english,3,118,12,106,75,21,118,25,93,62,24
23,68901,ECTOR COUNTY IS,18,english,3,2161,691,1470,851,251,2189,762,1427,743,258
23,69901,ROCKSPRINGS ISD,15,english,3,18,5,13,7,2,18,9,9,3,2
